,Cod. Fornecedor,Cod. Prod,Nome,Margem,Quant. Frac,Pr. Venda
273,f51934,f448,QUEROSENE DA ILHA (QUEROSENE),50,1.0,20.99
274,f119079,f3440,ACENDEDOR GEL LIMPS 80 INPM-NR.ONU-117,50,1.0,8.5
275,f123731,f72203,ACUCAR MAGRO FIT LIGTH C/ STEVIA (VERDE),50,1.0,9.99
276,f121054,f1611211,CREME DE TRAT.SKALA COQUITEL DE FRUTAS,50,1.0,9.5
277,f121061,f4385,CREME DE TRAT.SKALA RESTAURACAO 12 EM 1,50,1.0,9.5
278,f119632,f2505221,QUEROSENE PETRUS JASMIM (QUEROSENE),50,1.0,13.5
279,f54720,f444,DETER.LIQ.YPE LIMAO,50,1.0,3.99
280,f123394,f0906221,FOSF.PINHEIRO CX CARTAO 40 PALITOS,50,1.0,4.5
281,f122637,f2326,MASSA GALO GRAVATA SEMOLA,50,1.0,5.5
282,f60879,f08306,AZEITE COMP.MARIA TRAD.LT. (93623),50,1.0,12.5
283,f3323,f6369,ALCOOL GEL DA ILHA 70 GL (NR.ONU- 117),50,1.0,10.5
284,f89771,f2216,ESPONJA P/L SCOTCH BRITE,50,1.0,3.5
285,f119410,f6220,RATICIDA JIMO RAT GRANULADO,50,1.0,1.99
286,f117552,f72147,CHA M.REAL M.E.CAMOMILA 10 SAQ.,50,1.0,3.5
287,f51942,f29,AGUA SANIT.DA ILHA,50,1.0,4.2
288,f123552,f2206227,SELETA DE LEGUMES BONARE LT.,50,1.0,4.99
289,f123930,f2306224,BISC.CRACKER SOL SALT PLUS ORIGINAL,50,1.0,6.2
290,f117900,f01414,CHOC.TRENTO CREME 38% CACAU,50,1.0,2.5
291,f122442,f3616,PALITO PARANA BAMBU 100UN,50,1.0,0.99
292,f4531,f4097,PALITO PARANA MADEIRA 100UN,50,1.0,0.99
293,f120423,f72216,POMADA PASTA COURO BOM PRETO,50,1.0,9.99
294,f2267,f4195,CORANTE GUARANI N.16 AZUL MAR.(TINGECOR),50,1.0,3.99
295,f118970,f3534,BISC.CLUB SOCIAL ORIGINAL,50,1.0,5.99
296,f1309,f72905,BOLO SOL CHOCOLATE CX.,50,1.0,6.99
297,f122838,fgenerico,LUVA PLASTICA (CRISTAL) INOVEN (BUFFET),50,1.0,2.99
298,f116894,f0607225,PAPEL CELOF.WYDA SACO 41X33CM,50,1.0,11.99
299,f122259,f7049,LEITE COND.TIROL SEMIDESNATADO TP.,50,1.0,8.99
300,f123380,f1507221,AVEIA ALLNUTRI FLOCOS FINOS,50,1.0,3.99
301,f123379,f1507222,AVEIA ALLNUTRI FLOCOS TRAD.,50,1.0,3.99
302,f116540,f5924,CEBOLA BRANCA DIVINA MESA VD,50,1.0,14.99
303,f123496,f1507223,PALMITO DIVINA MESA PUPUNHA RODELAS,50,1.0,12.2
304,f122415,f1407222,FAR.DE TRIGO ANACONDA INTEGRAL,50,1.0,8.2
305,f47661,f72873,FLANELA LARANJA LIMPS 30X50CM,50,1.0,3.99
306,f119941,f6950,LIMPA VIDROS LIMPS L600P500,50,1.0,4.2
307,f123267,f0710211,ALCOOL LIQ.LIMPS DESINF.HOSPITALAR 70 GL,50,1.0,10.99
308,f117649,f5026,COADOR CAFE ESPERANCA GDE.MALHA CB.PVC,50,1.0,5.99
309,f119687,f6821,FILTRO PAPEL DIVINA MESA 102 C\5UN,50,1.0,4.5
310,f89451,f2180,BE.SUCO MAGUARY CONC.MARACUJA PET,50,1.0,8.99
311,f124004,f2107221,ALCOOL LIQ.SUPER VALE DESI.HOSP.70 INPM,50,1.0,8.2
312,f20087,f9199,LAMINA WILKINSON,50,1.0,1.99
313,f121049,f2107222,LAMP.EMPALUX LED BCA 15W 6500K BIVOLT,50,1.0,16.5
314,f122256,f659832,DOCE DE LEITE TIROL POTE VEN 03/09,50,1.0,8.99
315,f122215,fgenerico,TOUCA DE TNT INOVEN BRANCA,50,1.0,18.99
316,f3637,f2630,SACO FREEZER DIVINA MESA 5KG BOB.28X40,50,1.0,10.5
317,f33510,f587,FEIJOADA ODERICH,50,1.0,18.99
318,f3713,fgenerico,BOBINA PLAS.PIC.DIVINA MESA 40X60 10KG,50,1.0,71.5
319,f3711,fgenerico,BOBINA PLAS.PIC.DIVINA MESA 28X40 5KG,50,1.0,34.5
320,f123328,f 72824,BISC.WAFER ORQUIDEA CHOCOLATE,50,1.0,2.5
321,f123329,f72931,BISC.WAFER ORQUIDEA CHOCOLATE BRANCO,50,1.0,2.5
322,f123331,f72930,BISC.WAFER ORQUIDEA LIMAO,50,1.0,2.5
323,f123330,f72823,BISC.WAFER ORQUIDEA MORANGO,50,1.0,2.99
324,f123860,f0408221,MOLHO DE T.QUERO SACHE MANJEIRICAO,50,1.0,2.99
325,f121295,f163204,LIMPADOR CONC.COALA TALCO,50,1.0,13.99
326,f123332,f72825,BISC.WAFER ORQUIDEA CHOCOLATE SUICO,50,1.0,2.99
327,f121321,f5830,CREME DE TRAT.SKALA POTAO DO AMOR,50,1.0,10.5
328,f110574,f0303221,SABAO PED.YPE NEUTRO (INDIVIDUAL),50,1.0,4.5
329,f116327,fgenerico,TOUCA DE TNT TALGE,50,1.0,15.5
330,f120398,f2098,LIMPA ALUMINIO E INOX SUPER CLEAN TRAD.,50,1.0,4.5
331,f2822,f4654,LIMPA FORNO DIABO VERDE (ONU- 1823/CR.8.,50,1.0,14.5
332,f120235,f000302,PANETONE DIVINA MESA TRUFADO BRIGADEIRO,50,1.0,23.99
333,f124016,f2407221,CHOC.STICK RECHEADO SONHO DE VALSA,50,1.0,2.5
334,f123803,f2506223,MOLHO DE T.HEINZ TRAD.SACHE,50,1.0,4.5
335,f2611,f2506222,ATUM PESCADOR SOLIDO OLEO,50,1.0,10.5
336,f121158,f2506221,ATUM PESCADOR SOLIDO NATURAL EM AGUA,50,1.0,10.5
337,f29191,f335,ESPONJA P/L ESFREBOM,50,1.0,1.99
338,f53414,f1454,VELA GUANABARA N.3 28GR,50,1.0,11.99
339,f120778,f72356,CHOC.TRENTO CHEESECAKE MORANGO,50,1.0,2.5
340,f121744,f0509221,BAR.CEREAIS MONTEVERGINE BANANA E MEL,50,1.0,1.5
341,f121745,f0509222,BAR.CEREAIS MONTEVERGINE CAST.PARA,50,1.0,1.5
342,f117091,f614,SOPAO MAGGI GALINHA CAIPIRA,50,1.0,7.5
343,f122389,f3560,SOPAO MAGGI CARNE DE PANELA,50,1.0,7.5
